timestamp,queue_depth,active_batch_size,allocated_kv_slots,free_kv_slots,itl_s,avg_wait_s,p95_wait_s,max_starvation_s,short_long_ratio,queue_wait_latency,admission_latency,compute_prefill_latency,first_decode_latency,steady_state_itl,batch_utilization_ratio,idle_decode_slots,queue_persistence_ratio,max_batch_occupancy_duration,internal_fragmentation_ratio,allocator_churn_rate,page_pool_occupancy,page_gather_latency,active_sequence_residency_half_life,decode_overlap_duration,sequence_residency_lifetime,residency_amplification,avg_sequence_residency_lifetime,avg_residency_amplification,kv_allocated_per_step,kv_freed_per_step,queue_growth_rate,kv_allocation_churn_rate,pages_allocated_per_step,pages_freed_per_step,avg_batch_utilization,p95_batch_utilization,profile,memory_backend
1779704269.0024357,6,1,12,94164,0.001764283000738942,0.007595232554844448,0.017516136169433594,0.017516136169433594,0.0,0.007606063570295062,0.016269683837890625,0.0017654895782470703,0.0,0.0,0.015625,63,0.0,0.0,8.333333333333332,0.0,0.012742099898063202,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.015625,starvation_pressure,contiguous
1779704269.0070164,2,7,4161,90015,7.213671415229328e-05,0.00723531511094835,0.018841981887817383,0.018841981887817383,0.0,0.0072376463148329,0.0038184097834995817,0.0002950259617396763,0.00020933151245117188,0.0,0.109375,57,0.0,0.0,0.1682287911559721,0.0,4.418323139653415,0.0,,0.00458073616027832,,,0.0,0.0,4149.0,0.0,-873.2220892104305,905749.612033519,0.0,0.0,0.0625,0.109375,starvation_pressure,contiguous
1779704269.0133727,1,10,126,94050,5.681700004060986e-05,0.006320403172419622,0.018841981887817383,0.018841981887817383,0.0,0.006321301827063927,0.003000974655151367,0.00018674135208129883,0.00010890960693359375,6.408799981727498e-05,0.15625,54,0.0,0.0,7.936507936507936,672724.8276069018,0.1337920489296636,0.0,,0.010936975479125977,0.00022554397583007812,4.113043478260869,0.0002237558364868164,3.780595813204509,0.0,4035.0,-157.32573143285822,634809.3263315829,65.0,4211.0,0.09375,0.15625,starvation_pressure,contiguous
1779704269.0182674,0,12,4246,89930,4.411041656264084e-05,0.006059306008475167,0.018841981887817383,0.018841981887817383,0.0,0.006059306008475167,0.002910937581743513,0.00016922610146658762,7.331371307373047e-05,4.344720009612502e-05,0.1875,52,0.0,0.0,0.2826189354686764,1706323.7704822212,4.50857968059803,0.0,,0.015831708908081055,0.00022554397583007812,4.113043478260869,0.0002237558364868164,3.780595813204509,4120.0,0.0,-204.301217730151,841721.0170482221,4120.0,4232.0,0.1171875,0.1875,starvation_pressure,contiguous
1779704269.0253673,0,11,159,94017,5.295836374650455e-05,0.006059306008475167,0.018841981887817383,0.018841981887817383,0.0,0.006059306008475167,0.002910937581743513,0.00016922610146658762,6.966157393022017e-05,4.527831671718256e-05,0.171875,53,0.0,0.0,6.918238993710692,599588.7077470701,0.1688328236493374,0.0,,0.022931575775146484,0.0002963542938232422,3.2202072538860103,0.000247955322265625,3.59379962676501,0.0,4087.0,0.0,575644.5967964001,11.0,4246.0,0.128125,0.1875,starvation_pressure,contiguous
1779704269.030099,0,11,170,94006,4.543245466431306e-05,0.006059306008475167,0.018841981887817383,0.018841981887817383,0.0,0.006059306008475167,0.002910937581743513,0.00016922610146658762,6.966157393022017e-05,4.436190916942106e-05,0.171875,53,0.0,0.0,6.470588235294119,35928.231381638616,0.18051308188922868,0.0,,0.027663230895996094,0.0002963542938232422,3.2202072538860103,0.000247955322265625,3.59379962676501,11.0,0.0,0.0,2324.7679129295575,11.0,159.0,0.13541666666666666,0.1875,starvation_pressure,contiguous
1779704269.03493,1,11,181,93995,4.19261818520185e-05,0.005725765228271484,0.018841981887817383,0.018841981887817383,0.0,0.00572663942972819,0.002910937581743513,0.00016922610146658762,6.966157393022017e-05,4.4288334921668246e-05,0.171875,53,0.0,0.0,6.077348066298343,37465.77624241228,0.19219334012911996,0.0,,0.032494306564331055,0.0002963542938232422,3.2202072538860103,0.000247955322265625,3.59379962676501,11.0,0.0,206.99323890835512,2276.9256279919064,11.0,170.0,0.140625,0.1875,starvation_pressure,contiguous
1779704269.0399578,1,12,204,93972,4.130566670331367e-05,0.005622804164886475,0.018841981887817383,0.018841981887817383,0.0,0.0056235939264297485,0.0028903961181640627,0.00016110738118489584,6.966157393022017e-05,4.36408031060692e-05,0.1875,52,0.0,0.0,5.88235294117647,42563.59332321699,0.2166156982670744,0.0,,0.037522077560424805,0.0002963542938232422,3.2202072538860103,0.000247955322265625,3.59379962676501,23.0,0.0,0.0,4574.591805766313,23.0,191.0,0.146484375,0.1875,starvation_pressure,contiguous
1779704269.045427,1,13,228,93948,4.5398000041201995e-05,0.00548559076645795,0.018841981887817383,0.018841981887817383,0.0,0.005486460293040556,0.0029017627239227295,0.00015342235565185547,6.705522537231445e-05,4.4244673425889914e-05,0.203125,51,0.0,0.0,5.701754385964912,43515.44690496949,0.2420998980632008,0.0,,0.04299139976501465,0.0002963542938232422,3.2202072538860103,0.000247955322265625,3.59379962676501,24.0,0.0,0.0,4388.112292938099,24.0,214.0,0.1527777777777778,0.203125,starvation_pressure,contiguous
1779704269.0508838,0,15,265,93911,3.662373346742242e-05,0.005328204896714952,0.018841981887817383,0.018841981887817383,0.0,0.005328204896714952,0.0028884013493855796,0.0001402033699883355,6.4391356248122e-05,4.230212506426835e-05,0.234375,49,0.0,0.0,5.660377358490567,52229.50321143007,0.28138803941556234,0.0,,0.04844808578491211,0.0002963542938232422,3.2202072538860103,0.000247955322265625,3.59379962676501,37.0,0.0,-183.26141477694762,6780.672346747062,37.0,248.0,0.1609375,0.234375,starvation_pressure,contiguous
1779704269.0567753,0,16,292,93884,3.5230125035923265e-05,0.005085669065776624,0.018841981887817383,0.018841981887817383,0.0,0.005085669065776624,0.0028967857360839844,0.00013455591703716077,6.001790364583333e-05,4.085816533516709e-05,0.25,48,0.0,0.0,5.47945205479452,51259.75508882684,0.31005776418620457,0.0,,0.05433964729309082,0.0002963542938232422,3.2202072538860103,0.000247955322265625,3.59379962676501,27.0,0.0,0.0,4582.825786087167,27.0,275.0,0.1690340909090909,0.25,starvation_pressure,contiguous
1779704269.0636284,2,18,332,93844,4.642938888031899e-05,0.004521608352661133,0.012737512588500977,0.018841981887817383,0.0,0.004523163256437882,0.002998533703031994,0.00012529463995070684,5.8844685554504395e-05,4.740985317925699e-05,0.28125,46,0.0,0.0,5.421686746987952,51363.589201224604,0.3525314305130819,0.0,,0.06119275093078613,0.0002963542938232422,3.2202072538860103,0.000247955322265625,3.59379962676501,40.0,0.0,291.83857500695797,5836.77150013916,40.0,312.0,0.17838541666666666,0.28125,starvation_pressure,contiguous
1779704269.0720468,0,22,2436,91740,3.6460863529183286e-05,0.004460611343383789,0.012737512588500977,0.018841981887817383,0.0,0.004460611343383789,0.0032029342651367187,0.00011133193969726562,5.601512061225044e-05,4.244855245923648e-05,0.34375,42,0.0,0.0,0.9031198686371099,536211.3981137953,2.5866462793068297,0.0,,0.0696110725402832,0.0002963542938232422,3.2202072538860103,0.000247955322265625,3.59379962676501,2104.0,0.0,-237.5770483446147,249931.05485853466,2104.0,2410.0,0.19110576923076922,0.34375,starvation_pressure,contiguous
1779704269.082138,2,22,419,93757,4.2374136393680765e-05,0.004361433642251151,0.012737512588500977,0.018841981887817383,0.0,0.004363085542406354,0.003293312512911283,0.00010850796332726112,5.257697332473028e-05,4.108653214323192e-05,0.34375,42,0.0,0.0,5.250596658711217,245657.0338798847,0.4449116547740401,0.0,,0.07970237731933594,0.00021529197692871094,4.36231884057971,0.00023978948593139648,3.785929430218685,0.0,2017.0,198.1904266880877,199875.04531493643,33.0,2446.0,0.20200892857142858,0.34375,starvation_pressure,contiguous
1779704269.0920427,1,26,2527,91649,3.997030776540319e-05,0.004443783913889239,0.012737512588500977,0.018841981887817383,0.0,0.00444463760622086,0.0036602258682250977,9.948412577311198e-05,5.1704320040616125e-05,3.954491045927231e-05,0.40625,38,0.0,0.0,1.0288880094974278,464934.4033892593,2.683273870200476,0.0,,0.08960700035095215,0.00021529197692871094,4.36231884057971,0.00023978948593139648,3.785929430218685,2108.0,0.0,-100.96295404761332,212829.90713236888,2108.0,2497.0,0.215625,0.40625,starvation_pressure,contiguous
1779704269.103228,2,28,538,93638,4.200114290142665e-05,0.004455668585641044,0.012737512588500977,0.018841981887817383,0.0,0.0044570582253592355,0.003893136978149414,9.37129511977687e-05,4.9467086791992185e-05,3.957283086850773e-05,0.4375,36,0.0,0.0,5.204460966542751,234054.94771395077,0.5712708120965001,0.0,,0.10079240798950195,0.0002090930938720703,3.7161016949152543,0.00023365020751953125,3.7719638831579987,0.0,1989.0,89.40219545987424,177820.96676968987,61.0,2557.0,0.2294921875,0.4375,starvation_pressure,contiguous
1779704269.1143334,5,31,602,93574,4.1228967670430126e-05,0.004554370554482065,0.010753154754638672,0.018841981887817383,0.0,0.0045584411155886765,0.004148728317684597,8.922815322875977e-05,4.7905104500906805e-05,3.8814170859157644e-05,0.484375,33,0.0,0.0,5.149501661129568,56909.768951673504,0.6392286782195039,0.0,,0.11189770698547363,0.0002090930938720703,3.7161016949152543,0.00023365020751953125,3.7719638831579987,64.0,0.0,270.14130831490587,5763.014577384658,64.0,568.0,0.24448529411764705,0.484375,starvation_pressure,contiguous
1779704269.1259475,2,36,693,93483,4.0393527797277784e-05,0.005005825397580169,0.011317014694213867,0.018841981887817383,0.0,0.005007000856621321,0.004502808175435881,8.240560205971322e-05,4.6530077534337196e-05,3.875727247175145e-05,0.5625,28,0.0,0.0,5.194805194805195,63974.04947344651,0.7358562691131498,0.0,,0.12351179122924805,0.0002090930938720703,3.7161016949152543,0.00023365020751953125,3.7719638831579987,91.0,0.0,-258.30706382279885,7835.314269291565,91.0,652.0,0.2621527777777778,0.5625,starvation_pressure,contiguous
